image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK
ISIC_0069166,0.9909868836,0.0084861061,0.0005265619,0.0000000000,0.0000004383,0.0000000000,0.0000000103,0.0000000029,0.0000000000
ISIC_0035029,0.0120153595,0.0000153240,0.0428305529,0.6430256367,0.3020903766,0.0000000000,0.0000007511,0.0000219008,0.0000000000
ISIC_0073190,0.6082989573,0.3782418668,0.0125177614,0.0000010206,0.0001950900,0.0000000000,0.0000162912,0.0007290223,0.0000000000
ISIC_0065373,0.0000062534,0.0035489898,0.0011180434,0.0000010841,0.9953255653,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0059736,0.8341212273,0.1651080847,0.0003157655,0.0000000006,0.0004507595,0.0000002230,0.0000000035,0.0000039314,0.0000000000
ISIC_0069656,0.1863450706,0.0000013811,0.8136439919,0.0000000000,0.0000000001,0.0000000000,0.0000095387,0.0000000000,0.0000000000
ISIC_0055072,0.0000264722,0.0000154604,0.0000000059,0.0000000007,0.9999580383,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0071396,0.0014066183,0.5011851788,0.0795751438,0.0000000002,0.0009398109,0.0000000000,0.4168932736,0.0000000000,0.0000000000
ISIC_0064290,0.0081849806,0.6740272641,0.0000000264,0.0000000000,0.0001945736,0.3175536990,0.0000394076,0.0000000000,0.0000000000
ISIC_0065737,0.0000096800,0.9985921979,0.0013892911,0.0000003308,0.0000084965,0.0000000002,0.0000000000,0.0000000000,0.0000000000
ISIC_0056624,0.0000012795,0.0000014279,0.0001183929,0.9978389144,0.0000143671,0.0000000000,0.0000000967,0.0020255628,0.0000000000
ISIC_0072981,0.0048971698,0.7994063497,0.0000306476,0.0000005535,0.0003412064,0.0000000000,0.1953236610,0.0000004275,0.0000000000
ISIC_0035899,0.0000002639,0.0000344046,0.0000067364,0.9998551607,0.0001031245,0.0000000000,0.0000000000,0.0000002968,0.0000000000
ISIC_0056814,0.0054976684,0.9069505930,0.0000000093,0.0000000000,0.0865954086,0.0000000000,0.0009563893,0.0000000000,0.0000000000
ISIC_0055936,0.0010470259,0.9989529848,0.0000000004,0.0000000000,0.0000000000,0.0000000000,0.0000000015,0.0000000000,0.0000000000
ISIC_0056803,0.0001923915,0.0000000761,0.5524713397,0.0169665609,0.0000159047,0.0000000000,0.0000000319,0.4303537607,0.0000000000
ISIC_0056994,0.2049036473,0.7950851321,0.0000000140,0.0000000062,0.0000000090,0.0000000000,0.0000111342,0.0000000000,0.0000000000
ISIC_0035539,0.0120468996,0.9879531264,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0036041,0.0002807496,0.0002032379,0.0000002121,0.0000024078,0.9995133877,0.0000000001,0.0000000000,0.0000000000,0.0000000000
ISIC_0062253,0.0024030933,0.9372981787,0.0027163022,0.0000000000,0.0026256545,0.0000000428,0.0549567416,0.0000000000,0.0000000000
ISIC_0055160,0.9315297604,0.0021206834,0.0000542446,0.0000000003,0.0656598434,0.0000000000,0.0000000000,0.0006355364,0.0000000000
ISIC_0056447,0.0000116600,0.0000000002,0.0004821324,0.0000000319,0.9995062351,0.0000000000,0.0000000001,0.0000000041,0.0000000000
ISIC_0035162,0.0038247234,0.2614667714,0.7162307501,0.0000098087,0.0000674399,0.0147795156,0.0000861952,0.0035346958,0.0000000002
ISIC_0062075,0.1249108389,0.8697182536,0.0053437850,0.0000097467,0.0000172204,0.0000000000,0.0000001728,0.0000000002,0.0000000000
ISIC_0065543,0.0373989046,0.0003740191,0.0946774483,0.7659419179,0.0985287130,0.0000000000,0.0000000354,0.0030791117,0.0000000000
ISIC_0053775,0.1246475130,0.0000008019,0.0002992906,0.8294925690,0.0455591977,0.0000000000,0.0000000000,0.0000005899,0.0000000000
ISIC_0059825,0.9999994040,0.0000000000,0.0000000000,0.0000000002,0.0000006232,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0055648,0.0000001956,0.9918904305,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081093041,0.0000000000,0.0000000000
ISIC_0058637,0.0103968633,0.0000211375,0.2485048771,0.0000000017,0.7408888340,0.0000000001,0.0000000000,0.0001882958,0.0000000000
ISIC_0059651,0.9899263382,0.0000000000,0.0000000000,0.0000000000,0.0097156940,0.0000000000,0.0000000000,0.0003578957,0.0000000000
ISIC_0062562,0.0404364392,0.1832702309,0.0000002078,0.0000002448,0.7762352228,0.0000000000,0.0000000000,0.0000576704,0.0000000000
ISIC_0059286,0.0006605244,0.9918525815,0.0003067315,0.0000408623,0.0064332755,0.0000000023,0.0005213053,0.0001847637,0.0000000000
ISIC_0060208,0.0001443212,0.0029089483,0.0148694953,0.3749535978,0.6071236730,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066899,0.0000000000,0.0000002944,0.8311474323,0.0000118483,0.0000015524,0.0000000000,0.0000000002,0.1688388288,0.0000000000
ISIC_0056216,0.9901688099,0.0018931018,0.0000002975,0.0000001252,0.0079376157,0.0000000000,0.0000000057,0.0000000009,0.0000000000
ISIC_0060557,0.0000000552,0.0000505022,0.0026403295,0.0419865511,0.9548484087,0.0000000000,0.0000000000,0.0004742341,0.0000000000
ISIC_0059025,0.0000000863,0.9635595679,0.0000004034,0.0000000000,0.0002536429,0.0000000000,0.0361863114,0.0000000000,0.0000000000
ISIC_0063376,0.0000000018,0.4057762325,0.5942234397,0.0000000000,0.0000000207,0.0000000000,0.0000003754,0.0000000000,0.0000000000
ISIC_0065176,0.0000215544,0.0000209600,0.0515893772,0.9454055429,0.0000509519,0.0000000000,0.0002324516,0.0026790765,0.0000000000
ISIC_0056762,0.0000000109,0.3681992292,0.3428732455,0.0000634076,0.2888640165,0.0000000000,0.0000000565,0.0000000000,0.0000000000
ISIC_0055688,0.0016816221,0.9983184338,0.0000000016,0.0000000000,0.0000000007,0.0000000001,0.0000000000,0.0000000000,0.0000000000
ISIC_0035507,0.0000132137,0.9999865294,0.0000000002,0.0000000000,0.0000000544,0.0000000000,0.0000001704,0.0000000000,0.0000000000
ISIC_0060058,0.0000842813,0.9999155998,0.0000000000,0.0000000000,0.0000001656,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066486,0.0048268465,0.0000285680,0.5258740783,0.0389491171,0.3946934938,0.0000000895,0.0034624096,0.0321654342,0.0000000021
ISIC_0069445,0.0000000046,0.0042817951,0.9883006811,0.0000000000,0.0000000001,0.0074174413,0.0000000645,0.0000000000,0.0000000000
ISIC_0059578,0.0023470426,0.9865364432,0.0000000002,0.0000000955,0.0111163678,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065456,0.2888036370,0.0055624307,0.0000009974,0.0026708618,0.7029620409,0.0000000000,0.0000000000,0.0000000008,0.0000000000
ISIC_0064949,0.0013762146,0.8358475566,0.0008919218,0.0000000171,0.1618841439,0.0000001019,0.0000000000,0.0000000000,0.0000000000
ISIC_0071047,0.0017551378,0.4489081800,0.5493360162,0.0000000781,0.0000000094,0.0000003578,0.0000002363,0.0000000000,0.0000000000
ISIC_0063188,0.0000409060,0.9995891452,0.0000000000,0.0000000000,0.0003671569,0.0000000000,0.0000027583,0.0000000000,0.0000000000
ISIC_0060334,0.0026435112,0.0012132311,0.0974899530,0.0002800204,0.8973460197,0.0000000000,0.0000000000,0.0010272738,0.0000000000
ISIC_0072502,0.0102828154,0.0000609823,0.5222727060,0.0003458711,0.0411182493,0.0000000000,0.0000000257,0.4259194434,0.0000000002
ISIC_0072166,0.0000198879,0.0000003522,0.9839971066,0.0000001474,0.0159824695,0.0000000000,0.0000000003,0.0000000000,0.0000000000
ISIC_0062030,0.0000220762,0.0000000576,0.9947431087,0.0000067044,0.0049387291,0.0000000000,0.0000015061,0.0002878486,0.0000000000
ISIC_0070470,0.1996594518,0.0014196200,0.0001296746,0.0000018287,0.7987842560,0.0000000000,0.0000000273,0.0000051050,0.0000000000
ISIC_0072332,0.0151632493,0.0000469669,0.0000001629,0.0000000114,0.0003491950,0.0000000000,0.9844394922,0.0000009312,0.0000000000
ISIC_0034352,0.0000305712,0.0007110038,0.9953227639,0.0000000330,0.0002997370,0.0005661583,0.0030697815,0.0000000056,0.0000000000
ISIC_0035959,0.0572080351,0.8080730438,0.0469776616,0.0000000065,0.0877412483,0.0000000000,0.0000000206,0.0000000000,0.0000000000
ISIC_0059820,0.1217882708,0.8782104254,0.0000000000,0.0000000000,0.0000010436,0.0000000000,0.0000002346,0.0000000000,0.0000000000
ISIC_0060750,0.0005947942,0.9994051456,0.0000000186,0.0000000000,0.0000000000,0.0000000170,0.0000000000,0.0000000000,0.0000000000
ISIC_0054862,0.1282412261,0.0052386788,0.0015340968,0.5980454683,0.2669335902,0.0000000037,0.0000000136,0.0000068898,0.0000000002
ISIC_0056568,0.0000157177,0.9999749660,0.0000000000,0.0000000000,0.0000093148,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064429,0.0006614342,0.9993385673,0.0000000001,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0061036,0.0000310374,0.0000456650,0.0501831695,0.0000000002,0.9497402310,0.0000000000,0.0000000000,0.0000000002,0.0000000000
ISIC_0067028,0.0000015179,0.9999984503,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0067713,0.8278257251,0.1658860594,0.0000000000,0.0000000000,0.0062881573,0.0000000000,0.0000000117,0.0000000000,0.0000000000
ISIC_0067189,0.0004264761,0.0838622600,0.9020827413,0.0012549806,0.0000292783,0.0098505635,0.0024868967,0.0000068776,0.0000000000
ISIC_0034391,0.0005195440,0.9994804263,0.0000000000,0.0000000000,0.0000000136,0.0000000000,0.0000000017,0.0000000000,0.0000000000
ISIC_0057460,0.6679314971,0.0000031851,0.0061457306,0.0000355972,0.3258838058,0.0000000000,0.0000000000,0.0000001258,0.0000000000
ISIC_0035646,0.1605057567,0.0269789267,0.4198150337,0.0000091477,0.3926908970,0.0000001598,0.0000000015,0.0000000445,0.0000000000
ISIC_0072532,0.4018749893,0.5751627088,0.0014598026,0.0000538276,0.0214486402,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035123,0.0203485470,0.0022479417,0.0000306076,0.0115447100,0.9658274055,0.0000000000,0.0000004839,0.0000002359,0.0000000000
ISIC_0035607,0.0000355373,0.0000284057,0.0900056735,0.0201041736,0.0220669582,0.0000000000,0.0000000001,0.8677591681,0.0000000000
ISIC_0072489,0.0000002223,0.0358857699,0.6713207364,0.0000047963,0.2924909890,0.0000006363,0.0000000036,0.0002968126,0.0000000000
ISIC_0035194,0.0012868964,0.9985734224,0.0000000136,0.0000000000,0.0001361227,0.0000000428,0.0000035793,0.0000000000,0.0000000000
ISIC_0063220,0.0006714951,0.0032194178,0.9947313070,0.0012973221,0.0000100512,0.0000000000,0.0000000008,0.0000702895,0.0000000000
ISIC_0059042,0.0011448534,0.0000068013,0.9988147020,0.0000001281,0.0000327012,0.0000000000,0.0000000055,0.0000008391,0.0000000000
ISIC_0035048,0.0003173714,0.9947780371,0.0047979015,0.0000589248,0.0000446613,0.0000006687,0.0000023487,0.0000000000,0.0000000001
ISIC_0064839,0.0006691944,0.0305838399,0.9586198330,0.0077711246,0.0023560992,0.0000000000,0.0000000000,0.0000000008,0.0000000000
ISIC_0073053,0.0117981071,0.0001954860,0.0002649705,0.1044251099,0.8833164573,0.0000000000,0.0000000000,0.0000000005,0.0000000000
ISIC_0063578,0.0257618260,0.9742380977,0.0000000943,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000
ISIC_0054839,0.0565597415,0.9434403181,0.0000000000,0.0000000000,0.0000000005,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034959,0.0000007411,0.9456658959,0.0000000000,0.0000000000,0.0543333851,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072766,0.0002101758,0.9997896552,0.0000000000,0.0000000000,0.0000002098,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062695,0.0001643585,0.9998356104,0.0000000000,0.0000000048,0.0000000201,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069169,0.0000000000,0.0000149972,0.0000001436,0.0000000000,0.0000013771,0.0000000000,0.9999834299,0.0000000000,0.0000000000
ISIC_0060963,0.9379712343,0.0620287284,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0063870,0.0884107947,0.8108994961,0.0000000084,0.0000000000,0.0936025977,0.0000000297,0.0070870845,0.0000000000,0.0000000000
ISIC_0056412,0.8429301977,0.0117097814,0.0000025428,0.0302881524,0.1150421351,0.0000000000,0.0000000435,0.0000270536,0.0000000000
ISIC_0071027,0.9997819066,0.0002180736,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057125,0.0140323220,0.9859676957,0.0000000000,0.0000000000,0.0000000165,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072498,0.0740348175,0.9103654623,0.0154416543,0.0000000000,0.0001580367,0.0000000160,0.0000000000,0.0000000000,0.0000000000
ISIC_0067651,0.0000000000,0.0000000001,0.9999997616,0.0000000000,0.0000001834,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0072234,0.0000007918,0.0268280283,0.0000025228,0.8949301243,0.0782385543,0.0000000000,0.0000000018,0.0000000000,0.0000000000
ISIC_0059271,0.9999995232,0.0000000301,0.0000000328,0.0000000000,0.0000004504,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0059507,0.6514850259,0.1439380348,0.2045748681,0.0000000000,0.0000020583,0.0000000000,0.0000000000,0.0000000003,0.0000000000
ISIC_0057546,0.0000287499,0.9978639483,0.0021067741,0.0000005511,0.0000000000,0.0000000005,0.0000000000,0.0000000000,0.0000000000
ISIC_0066953,0.4479086101,0.0000000002,0.0000106036,0.0000000000,0.1728710532,0.0000000000,0.3792096972,0.0000000000,0.0000000000
ISIC_0065726,0.0052574854,0.0001939724,0.5014929175,0.0000560791,0.4928290248,0.0000000000,0.0001705171,0.0000000001,0.0000000000
ISIC_0073250,0.0007697972,0.9990721941,0.0000000000,0.0000000000,0.0001579769,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0069328,0.0005317552,0.9994681478,0.0000000000,0.0000000000,0.0000000611,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054491,0.0000515279,0.0159186702,0.0356028751,0.9395429492,0.0088839224,0.0000000320,0.0000000697,0.0000000001,0.0000000000
ISIC_0064696,0.2882305682,0.5259206295,0.1325962096,0.0001151897,0.0531349592,0.0000000000,0.0000000028,0.0000024421,0.0000000000
ISIC_0035581,0.0006002123,0.0000000172,0.0002782530,0.9948554039,0.0015723598,0.0000000000,0.0000000396,0.0026936424,0.0000000000
ISIC_0059499,0.0000055272,0.9805601835,0.0000000013,0.0000000000,0.0064232629,0.0000001240,0.0130109545,0.0000000000,0.0000000000
ISIC_0067618,0.0008543435,0.9991456270,0.0000000000,0.0000000000,0.0000000333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0060227,0.0233022310,0.0000031367,0.0006495669,0.0003349908,0.9757099748,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065667,0.0013259416,0.0820039883,0.8600054383,0.0337501466,0.0229118075,0.0000008847,0.0000014403,0.0000004489,0.0000000000
ISIC_0034606,0.0011751333,0.9988127947,0.0000000000,0.0000000000,0.0000120669,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0065660,0.8414509296,0.0058037303,0.0760995448,0.0000000041,0.0762542263,0.0000000004,0.0003557072,0.0000358310,0.0000000008
ISIC_0034328,0.0903441906,0.9096549749,0.0000006663,0.0000000000,0.0000000000,0.0000000000,0.0000001691,0.0000000000,0.0000000000
ISIC_0035147,0.0501001962,0.8669387102,0.0254067350,0.0000136664,0.0070095980,0.0000000087,0.0505311824,0.0000000027,0.0000000001
ISIC_0066369,0.0003749116,0.0000013969,0.0000009851,0.0000000007,0.9594967961,0.0000000000,0.0000000005,0.0401258543,0.0000000000
ISIC_0072973,0.0005094794,0.9993618131,0.0000002445,0.0000075525,0.0001210208,0.0000000000,0.0000000000,0.0000000001,0.0000000000
ISIC_0065497,0.0022192858,0.0009027650,0.0000353250,0.9968346953,0.0000029833,0.0000000000,0.0000000000,0.0000049958,0.0000000000
ISIC_0058605,0.2188378572,0.0001550551,0.7806755900,0.0000010239,0.0003305509,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058628,0.9774462581,0.0225231405,0.0000000000,0.0000000000,0.0000083747,0.0000000000,0.0000222392,0.0000000000,0.0000000000
ISIC_0035127,0.0333912335,0.9666087627,0.0000000000,0.0000000000,0.0000000018,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054825,0.0000216171,0.7502153516,0.1424362361,0.0953573287,0.0119694313,0.0000000000,0.0000000154,0.0000000006,0.0000000000
ISIC_0062650,0.4331342280,0.0345087163,0.0794115737,0.0089275623,0.4433952570,0.0000000002,0.0000000549,0.0006226391,0.0000000008
ISIC_0065242,0.7534958124,0.2068821937,0.0000000000,0.0000003490,0.0396215729,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0035433,0.0000750687,0.9976146221,0.0000000001,0.0000000000,0.0000697741,0.0022405637,0.0000000000,0.0000000000,0.0000000000
ISIC_0065086,0.0003300534,0.9996399879,0.0000000024,0.0000000000,0.0000299822,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034397,0.0153291989,0.9724986553,0.0000015547,0.0000000000,0.0121706510,0.0000000074,0.0000000000,0.0000000000,0.0000000000
ISIC_0061920,0.0113580152,0.0000067722,0.1042051390,0.8573120236,0.0243930761,0.0000001644,0.0000000137,0.0027247826,0.0000000000
ISIC_0035550,0.0003670577,0.0000766072,0.6798709631,0.0031298005,0.0816339701,0.0000000000,0.0000833007,0.2348382771,0.0000000000
ISIC_0059430,0.0143791614,0.7076554298,0.0000083686,0.0000000000,0.2779563963,0.0000000000,0.0000006976,0.0000000001,0.0000000000
ISIC_0070097,nan,nan,nan,nan,nan,nan,nan,nan,nan
ISIC_0070000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0062263,0.0062565068,0.0000000001,0.0004030402,0.0000000000,0.0000000000,0.0000000000,0.9933404326,0.0000000403,0.0000000000
ISIC_0068965,0.0000000072,0.0000000019,0.1347647756,0.0001001231,0.8651145101,0.0000000000,0.0000000000,0.0000206101,0.0000000000
ISIC_0063863,0.8697037101,0.0219624639,0.0000000027,0.0000000395,0.1083338037,0.0000000001,0.0000000000,0.0000000000,0.0000000000
ISIC_0064923,0.0000000011,0.0000000001,0.9999991655,0.0000000000,0.0000000017,0.0000000000,0.0000000000,0.0000008901,0.0000000000
ISIC_0062563,0.0000000156,0.9995734096,0.0000000000,0.0000000000,0.0000001498,0.0004264893,0.0000000000,0.0000000000,0.0000000000
ISIC_0072208,0.9601252675,0.0000108004,0.0256906450,0.0000005798,0.0141727710,0.0000000000,0.0000000000,0.0000000022,0.0000000000
ISIC_0035759,0.0646824464,0.9353175759,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0070107,0.0000584117,0.9999415874,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0057768,0.0013946423,0.9986036420,0.0000000926,0.0000000000,0.0000000000,0.0000000000,0.0000016924,0.0000000000,0.0000000000
ISIC_0066682,0.0001188281,0.0000000652,0.9748055339,0.0189345703,0.0040292814,0.0000000136,0.0000000000,0.0021117949,0.0000000000
ISIC_0056335,0.0390144549,0.9609855413,0.0000000002,0.0000000000,0.0000000292,0.0000000000,0.0000000068,0.0000000000,0.0000000000
ISIC_0057842,0.7244969606,0.2754746675,0.0000000005,0.0000000000,0.0000001889,0.0000000000,0.0000282410,0.0000000000,0.0000000000
ISIC_0063498,0.0000231333,0.9999768734,0.0000000000,0.0000000000,0.0000000025,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0060909,0.3087196648,0.1249320358,0.0077588893,0.0000000002,0.5585894585,0.0000000002,0.0000000046,0.0000000000,0.0000000000
ISIC_0065464,0.9999994040,0.0000000085,0.0000004336,0.0000000277,0.0000000279,0.0000000000,0.0000000000,0.0000001315,0.0000000000
ISIC_0059282,0.9931126237,0.0033185573,0.0003615864,0.0000040035,0.0003892042,0.0000000000,0.0001820537,0.0026319043,0.0000000000
ISIC_0035405,0.0005899125,0.0000000280,0.4197476804,0.5782166123,0.0010167308,0.0000000000,0.0000000000,0.0004290704,0.0000000000
ISIC_0070158,0.9997414947,0.0000555350,0.0000000204,0.0000000000,0.0002029047,0.0000000000,0.0000000015,0.0000000001,0.0000000000
ISIC_0062797,0.0012144361,0.4511773288,0.0883183107,0.0000000177,0.4568225145,0.0000020020,0.0024653152,0.0000000011,0.0000000000
ISIC_0062188,0.0089169275,0.9897554517,0.0000000000,0.0000000000,0.0000000490,0.0000000000,0.0000000000,0.0013275467,0.0000000000
ISIC_0034517,0.0051411320,0.0160965715,0.7850884199,0.0006714368,0.1930024326,0.0000000000,0.0000000000,0.0000000456,0.0000000000
ISIC_0059205,0.0040398110,0.9959224463,0.0000000000,0.0000000002,0.0000000007,0.0000363807,0.0000013739,0.0000000000,0.0000000000
ISIC_0060247,0.9727943540,0.0000003820,0.0000006928,0.0002119469,0.0269925985,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064363,0.6718273163,0.0839311779,0.1320802867,0.0000006610,0.0210898090,0.0000000000,0.0001331702,0.0909375027,0.0000000000
ISIC_0057226,0.0000000563,0.9999359846,0.0000047449,0.0000000000,0.0000566697,0.0000000000,0.0000025461,0.0000000000,0.0000000000
ISIC_0035638,0.0000049517,0.9999949932,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034953,0.0000635909,0.0000000026,0.9989147186,0.0000282258,0.0002957894,0.0000000000,0.0000092888,0.0006883777,0.0000000000
ISIC_0054059,0.0528346337,0.9471237659,0.0000188924,0.0000000028,0.0000000233,0.0000000104,0.0000227275,0.0000000000,0.0000000000
ISIC_0066686,0.0000006985,0.4564604461,0.1028624475,0.0000000000,0.4406661689,0.0000102192,0.0000000010,0.0000000000,0.0000000000
ISIC_0054547,0.8552616239,0.0725462213,0.0002420295,0.0000000000,0.0513140932,0.0000008949,0.0206344854,0.0000005871,0.0000000000
ISIC_0034812,0.8058676124,0.1932986975,0.0000000000,0.0000000000,0.0008336761,0.0000000000,0.0000000021,0.0000000000,0.0000000000
ISIC_0035496,0.0008386276,0.0273842644,0.0043620490,0.0000000000,0.9674150944,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034718,0.0001614536,0.0371123888,0.1752493232,0.0041479385,0.3174173832,0.0000000006,0.4659115970,0.0000000000,0.0000000000
ISIC_0034939,0.0158221442,0.9838670492,0.0000000002,0.0000000000,0.0003107685,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0059471,0.0000162696,0.0618095472,0.9381727576,0.0000006996,0.0000000162,0.0000006167,0.0000000005,0.0000000000,0.0000000000
ISIC_0034835,0.0000001903,0.0000002463,0.9999994040,0.0000000000,0.0000000879,0.0000000000,0.0000001017,0.0000000022,0.0000000000
ISIC_0064614,0.0000417785,0.0157526452,0.9804635644,0.0000009925,0.0000002296,0.0000298090,0.0005550742,0.0031559854,0.0000000000
ISIC_0067505,0.9553729296,0.0013455241,0.0427484289,0.0000000002,0.0005282444,0.0000000000,0.0000008911,0.0000041195,0.0000000000
ISIC_0055750,0.0014664364,0.0129576456,0.9853239655,0.0000000358,0.0001182301,0.0000000000,0.0000000050,0.0001336865,0.0000000000
ISIC_0062876,0.0329479948,0.9670516253,0.0000000000,0.0000000000,0.0000004434,0.0000000000,0.0000000000,0.0000000003,0.0000000000
ISIC_0061101,0.0088938437,0.0717813522,0.0050141788,0.9121015668,0.0022090136,0.0000000000,0.0000000001,0.0000000064,0.0000000000
ISIC_0062347,0.0001195380,0.0001643336,0.7852005959,0.0000067045,0.2145088762,0.0000000004,0.0000000045,0.0000000000,0.0000000000
ISIC_0055238,0.0000004785,0.0034622164,0.0085103204,0.0001324988,0.9878944755,0.0000000000,0.0000000105,0.0000000000,0.0000000000
ISIC_0054136,0.0054220618,0.9189440012,0.0550044477,0.0000000000,0.0206294656,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0060179,0.0027359580,0.0000726842,0.8174959421,0.0000000000,0.0566389821,0.0000001773,0.1230561361,0.0000000011,0.0000000000
ISIC_0059956,0.0000004683,0.9999995232,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0034919,0.0032695066,0.0003951852,0.0002497789,0.9432532787,0.0528323092,0.0000000000,0.0000000000,0.0000000202,0.0000000000
ISIC_0056090,0.0000452848,0.9999542236,0.0000000000,0.0000000000,0.0000001187,0.0000003055,0.0000000000,0.0000000000,0.0000000000
ISIC_0067223,0.0000003843,0.9999989271,0.0000000001,0.0000000000,0.0000000115,0.0000006601,0.0000000153,0.0000000000,0.0000000000
ISIC_0053823,0.3597106040,0.6398172975,0.0000000766,0.0000003071,0.0004717615,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0066011,0.1139188111,0.8633853197,0.0000776223,0.0000000563,0.0226181168,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0064827,0.9999997616,0.0000000000,0.0000001110,0.0000000152,0.0000000256,0.0000000000,0.0000000000,0.0000001583,0.0000000000
ISIC_0067107,0.0111259036,0.4304400980,0.0000000217,0.0000000000,0.5584334731,0.0000005808,0.0000000000,0.0000000000,0.0000000000
ISIC_0067084,0.0000119325,0.0000000751,0.1561526060,0.0000000044,0.0052843317,0.0000000020,0.0000000000,0.8385510445,0.0000000000
ISIC_0056524,0.0000003134,0.0000000150,0.1732865125,0.0015359129,0.0147634139,0.0000000007,0.0000000003,0.8104138970,0.0000000000
ISIC_0061259,0.0004380385,0.9994710088,0.0000000000,0.0000000000,0.0000905104,0.0000000000,0.0000004055,0.0000000000,0.0000000000
ISIC_0059262,0.0000000061,0.0068966649,0.6263830066,0.0001988827,0.3647908866,0.0004029871,0.0013276819,0.0000000000,0.0000000000
ISIC_0064662,0.1131611019,0.8857499957,0.0000257481,0.0000000034,0.0009180359,0.0000000653,0.0000014201,0.0001435870,0.0000000001
ISIC_0060000,0.2567274570,0.0226190127,0.7072290182,0.0000000000,0.0129007725,0.0000000000,0.0005237444,0.0000000547,0.0000000000
ISIC_0070473,0.0000170480,0.0000001388,0.0000326033,0.0000004100,0.9999496937,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0054835,0.0000295033,0.0001413395,0.7489824295,0.0000000009,0.0000197107,0.0000000056,0.0000000012,0.2508269846,0.0000000000
ISIC_0057581,0.0003083918,0.0008637540,0.1192231104,0.8301881552,0.0494166166,0.0000000000,0.0000000001,0.0000000000,0.0000000000
ISIC_0034883,1.0000000000,0.0000000000,0.0000000000,0.0000000001,0.0000000001,0.0000000000,0.0000000000,0.0000000191,0.0000000000
ISIC_0072533,0.0001713071,0.9995293617,0.0000000000,0.0000000000,0.0002993455,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ISIC_0058843,0.9128054380,0.0000215493,0.0002868731,0.0000031063,0.0868823379,0.0000000002,0.0000000000,0.0000006989,0.0000000000
